"Class","Name","Icon Path"
"CUP_PylonPod_4Rnd_AGM114L_Hellfire_II_M","",""
"CUP_PylonPod_4Rnd_Ataka_Empty_M","",""
"CUP_PylonPod_6Rnd_Vikhr_M","",""
"CUP_PylonPod_7Rnd_Rocket_FFAR_M","",""
"CUP_PylonPod_7Rnd_S5_M","",""
"CUP_PylonPod_ALQ_131","",""
"CUP_PylonPod_ANAAQ_28","","\A3\Weapons_F\Data\UI\M_battery_CA.paa"
"CUP_PylonPod_CMFlare","",""
"CUP_PylonPod_CMFlare_Chaff","",""
"CUP_PylonWeapon_220Rnd_TE1_Red_Tracer_GAU22_M","",""
"CUP_RPG18_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\M_RPG18_CA.paa"
"CUP_RPG26_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\M_RPG18_CA.paa"
"CUP_RSHG2_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\M_RPG18_CA.paa"
"CUP_S13_Pod_Heli_M","",""
"CUP_SMAW_HEAA_M","","\CUP\Weapons\CUP_Weapons_Ammunition\SMAW\data\UI\M_SMAW_CA.paa"
"CUP_SMAW_HEDP_M","","\CUP\Weapons\CUP_Weapons_Ammunition\SMAW\data\UI\M_SMAW_CA.paa"
"CUP_SMAW_NE_M","","\CUP\Weapons\CUP_Weapons_Ammunition\SMAW\data\UI\M_SMAW_CA.paa"
"CUP_SMAW_Spotting","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_as50_ca.paa"
"CUP_Stinger_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_stinger_ca.paa"
"CUP_Strela_2_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\m_igla_ca.paa"
"CUP_Strela_M","",""
"CUP_TBG7V_M","","\CUP\Weapons\CUP_Weapons_Ammunition\data\ui\M_TBG7V_ca.paa"
"CUP_TimeBomb_M","","\CUP\Weapons\CUP_Weapons_Put\data\ui\gear_satchel_ca.paa"
"Default","",""
"DemoCharge_Remote_Mag","","\A3\Weapons_F\Data\UI\gear_c4_charge_small_CA.paa"
"DocumentsSecret","","\a3\Missions_F_Oldman\Props\data\DocumentsSecret_ca.paa"
"Drone_Range_Mag","","\A3\Weapons_F\Data\UI\gear_mine_AT_CA.paa"
"Drone_Range_Mag_dummy","","\A3\Weapons_F\Data\UI\gear_mine_AT_CA.paa"
"Dummy_Magazine_Base","",""
"ESD_01_DummyMagazine_1","",""
"ESD_01_DummyMagazine_10","",""
"ESD_01_DummyMagazine_11","",""
"ESD_01_DummyMagazine_12","",""
"ESD_01_DummyMagazine_13","",""
"ESD_01_DummyMagazine_14","",""
"ESD_01_DummyMagazine_15","",""
"ESD_01_DummyMagazine_16","",""
"ESD_01_DummyMagazine_17","",""
"ESD_01_DummyMagazine_18","",""
"ESD_01_DummyMagazine_19","",""
"ESD_01_DummyMagazine_2","",""
"ESD_01_DummyMagazine_20","",""
"ESD_01_DummyMagazine_3","",""
"ESD_01_DummyMagazine_4","",""
"ESD_01_DummyMagazine_5","",""
"ESD_01_DummyMagazine_6","",""
"ESD_01_DummyMagazine_7","",""
"ESD_01_DummyMagazine_8","",""
"ESD_01_DummyMagazine_9","",""
"ESD_01_DummyMagazine_base","",""
"FakeMagazine","",""
"FakeWeapon","",""
"FileNetworkStructure","","\a3\Missions_F_Oldman\Props\data\FileNetworkStructure_ca.paa"
"Files","","\a3\Missions_F_Oldman\Props\data\Files_ca.paa"
"Files_diary","","\a3\Missions_F_Oldman\Props\data\Files_ca.paa"
"Files_researchNotes","","\a3\Missions_F_Oldman\Props\data\Files_ca.paa"
"FilesSecret","","\a3\Missions_F_Oldman\Props\data\FilesSecret_ca.paa"
"FileTopSecret","","\a3\Missions_F_Oldman\Props\data\FileTopSecret_ca.paa"
"FlareGreen_F","","\A3\Weapons_F\Data\UI\gear_flare_green_ca.paa"
"FlareRed_F","","\A3\Weapons_F\Data\UI\gear_flare_red_ca.paa"
"FlareWhite_F","","\A3\Weapons_F\Data\UI\gear_flare_white_ca.paa"
"FlareYellow_F","","\A3\Weapons_F\Data\UI\gear_flare_yellow_ca.paa"
"FlashDisk","","\a3\Missions_F_Oldman\Props\data\FlashDisk_ca.paa"
"HandGrenade","","\A3\Weapons_F\Data\UI\gear_M67_CA.paa"
"HandGrenade_Stone","","\A3\Weapons_F\Data\UI\gear_M67_CA.paa"
"I_E_IR_Grenade","","\A3\Weapons_F_EPB\Ammo\Data\UI\gear_I_IRstrobe_CA.paa"
"I_IR_Grenade","","\A3\Weapons_F_EPB\Ammo\Data\UI\gear_I_IRstrobe_CA.paa"
"IEDLandBig_Remote_Mag","","\A3\Weapons_F\Data\UI\gear_IED_large_dugin_CA.paa"
"IEDLandSmall_Remote_Mag","","\A3\Weapons_F\Data\UI\gear_IED_small_dugin_CA.paa"
"IEDUrbanBig_Remote_Mag","","\A3\Weapons_F\Data\UI\gear_IED_large_urban_CA.paa"
"IEDUrbanSmall_Remote_Mag","","\A3\Weapons_F\Data\UI\gear_IED_small_urban_CA.paa"
"Keys","","\a3\Missions_F_Oldman\Props\data\Keys_ca.paa"
"Laptop_Closed","","\a3\Missions_F_Oldman\Props\data\Laptop_Closed_ca.paa"
"Laptop_Unfolded","","\a3\Missions_F_Oldman\Props\data\Laptop_Unfolded_ca.paa"
"Laserbatteries","","\A3\Weapons_F\Data\UI\M_battery_CA.paa"
"magazine_Bomb_GBU12_x1","",""
"magazine_Bomb_KAB250_x1","",""
"magazine_Bomb_SDB_x1","",""
"magazine_Cannon_Phalanx_x1550","",""
"magazine_Fighter01_Gun20mm_AA_x450","",""
"magazine_Fighter02_Gun30mm_AA_x180","",""
"magazine_Fighter04_Gun20mm_AA_x150","",""
"magazine_Fighter04_Gun20mm_AA_x250","",""
"magazine_Missile_AA_R73_x1","",""
"magazine_Missile_AA_R77_x1","",""
"magazine_Missile_AGM_02_x1","",""
"magazine_Missile_AGM_KH25_x1","",""
"magazine_Missile_AMRAAM_C_x1","",""
"magazine_Missile_AMRAAM_D_x1","",""
"magazine_Missile_BIM9X_x1","",""
"magazine_Missile_HARM_x1","",""
"magazine_Missile_KH58_x1","",""
"magazine_Missile_mim145_x4","",""
"magazine_Missile_rim116_x21","",""
"magazine_Missile_rim162_x8","",""
"magazine_Missile_s750_x4","",""
"magazine_Missiles_Cruise_01_Cluster_x18","",""
"magazine_Missiles_Cruise_01_x18","",""
"magazine_ShipCannon_120mm_AT_mine_shells_x6","",""
"magazine_ShipCannon_120mm_HE_cluster_shells_x2","",""
"magazine_ShipCannon_120mm_HE_guided_shells_x2","",""
"magazine_ShipCannon_120mm_HE_LG_shells_x2","",""
"magazine_ShipCannon_120mm_HE_shells_x32","",""
"magazine_ShipCannon_120mm_mine_shells_x6","",""
"magazine_ShipCannon_120mm_smoke_shells_x6","",""
"MiniGrenade","","\A3\Weapons_F\Data\UI\gear_M67_CA.paa"
"MobilePhone","","\a3\Missions_F_Oldman\Props\data\MobilePhone_ca.paa"
"Money","","\a3\Missions_F_Oldman\Props\data\Money_ca.paa"
"Money_bunch","","\a3\Missions_F_Oldman\Props\data\Money_bunch_ca.paa"
"Money_roll","","\a3\Missions_F_Oldman\Props\data\Money_roll_ca.paa"
"Money_stack","","\a3\Missions_F_Oldman\Props\data\Money_stack_ca.paa"
"Money_stack_quest","","\a3\Missions_F_Oldman\Props\data\Money_stack_ca.paa"
"MRAWS_HE_F","","\a3\Weapons_F_Tank\Launchers\MRAWS\Data\UI\icon_rocket_MRAWS_HE_F_ca.paa"
"MRAWS_HEAT55_F","","\a3\Weapons_F_Tank\Launchers\MRAWS\Data\UI\icon_rocket_MRAWS_HEAT55_F_ca.paa"
"MRAWS_HEAT_F","","\a3\Weapons_F_Tank\Launchers\MRAWS\Data\UI\icon_rocket_MRAWS_HEAT_F_ca.paa"
"NLAW_F","","\A3\weapons_f\launchers\nlaw\data\UI\gear_nlaw_rocket_ca.paa"
"O_IR_Grenade","","\A3\Weapons_F_EPB\Ammo\Data\UI\gear_O_IRstrobe_CA.paa"
"O_R_IR_Grenade","","\A3\Weapons_F_EPB\Ammo\Data\UI\gear_O_IRstrobe_CA.paa"
"OM_Magazine","",""
"ProbingWeapon_01_magazine","",""
"ProbingWeapon_02_magazine","",""
"Pylon_1Rnd_Leaflets_Civ_F","",""
"Pylon_1Rnd_Leaflets_Custom_01_F","",""
"Pylon_1Rnd_Leaflets_Custom_02_F","",""
"Pylon_1Rnd_Leaflets_Custom_03_F","",""
"Pylon_1Rnd_Leaflets_Custom_04_F","",""
"Pylon_1Rnd_Leaflets_Custom_05_F","",""
"Pylon_1Rnd_Leaflets_Custom_06_F","",""
"Pylon_1Rnd_Leaflets_Custom_07_F","",""
"Pylon_1Rnd_Leaflets_Custom_08_F","",""
"Pylon_1Rnd_Leaflets_Custom_09_F","",""
"Pylon_1Rnd_Leaflets_Custom_10_F","",""
"Pylon_1Rnd_Leaflets_East_F","",""
"Pylon_1Rnd_Leaflets_Guer_F","",""
"Pylon_1Rnd_Leaflets_West_F","",""
"PylonMissile_1Rnd_AAA_missiles","",""
"PylonMissile_1Rnd_Bomb_03_F","",""
"PylonMissile_1Rnd_Bomb_04_F","",""
"PylonMissile_1Rnd_BombCluster_01_F","",""
"PylonMissile_1Rnd_BombCluster_02_cap_F","",""
"PylonMissile_1Rnd_BombCluster_02_F","",""
"PylonMissile_1Rnd_BombCluster_03_F","",""
"PylonMissile_1Rnd_GAA_missiles","",""
"PylonMissile_1Rnd_LG_scalpel","",""
"PylonMissile_1Rnd_Missile_AA_03_F","",""
"PylonMissile_1Rnd_Missile_AA_04_F","",""
"PylonMissile_1Rnd_Mk82_F","",""
"PylonMissile_Bomb_GBU12_x1","",""
"PylonMissile_Bomb_KAB250_x1","",""
"PylonMissile_Missile_AA_R73_x1","",""
"PylonMissile_Missile_AA_R77_INT_x1","",""
"PylonMissile_Missile_AA_R77_x1","",""
"PylonMissile_Missile_AGM_02_x1","",""
"PylonMissile_Missile_AGM_02_x2","",""
"PylonMissile_Missile_AGM_KH25_INT_x1","",""
"PylonMissile_Missile_AGM_KH25_x1","",""
"PylonMissile_Missile_AMRAAM_C_x1","",""
"PylonMissile_Missile_AMRAAM_D_INT_x1","",""
"PylonMissile_Missile_AMRAAM_D_x1","",""
"PylonMissile_Missile_BIM9X_x1","",""
"PylonMissile_Missile_HARM_INT_x1","",""
"PylonMissile_Missile_HARM_x1","",""
"PylonMissile_Missile_KH58_INT_x1","",""
"PylonMissile_Missile_KH58_x1","",""
"PylonRack_12Rnd_missiles","",""
"PylonRack_12Rnd_PG_missiles","",""
"PylonRack_19Rnd_Rocket_Skyfire","",""
"PylonRack_1Rnd_AAA_missiles","",""
"PylonRack_1Rnd_GAA_missiles","",""
"PylonRack_1Rnd_LG_scalpel","",""
"PylonRack_1Rnd_Missile_AA_03_F","",""
"PylonRack_1Rnd_Missile_AA_04_F","",""
"PylonRack_1Rnd_Missile_AGM_01_F","",""
"PylonRack_1Rnd_Missile_AGM_02_F","",""
"PylonRack_20Rnd_Rocket_03_AP_F","",""
"PylonRack_20Rnd_Rocket_03_HE_F","",""
"PylonRack_2Rnd_BombCluster_01_F","",""
"PylonRack_2Rnd_BombCluster_03_F","",""
"PylonRack_3Rnd_LG_scalpel","",""
"PylonRack_3Rnd_Missile_AGM_02_F","",""
"PylonRack_4Rnd_BombDemine_01_Dummy_F","",""
"PylonRack_4Rnd_BombDemine_01_F","",""
"PylonRack_4Rnd_LG_scalpel","",""
"PylonRack_7Rnd_Rocket_04_AP_F","",""
"PylonRack_7Rnd_Rocket_04_HE_F","",""
"PylonRack_Bomb_GBU12_x2","",""
"PylonRack_Bomb_SDB_x4","",""
"PylonRack_Missile_AGM_02_x1","",""
"PylonRack_Missile_AGM_02_x2","",""
"PylonRack_Missile_AMRAAM_C_x1","",""
"PylonRack_Missile_AMRAAM_C_x2","",""
"PylonRack_Missile_AMRAAM_D_x1","",""
"PylonRack_Missile_AMRAAM_D_x2","",""
"PylonRack_Missile_BIM9X_x1","",""
"PylonRack_Missile_BIM9X_x2","",""
"PylonRack_Missile_HARM_x1","",""
"PylonWeapon_2000Rnd_65x39_belt","",""
"PylonWeapon_300Rnd_20mm_shells","",""
"RPG32_F","","\A3\Weapons_F\launchers\RPG32\data\UI\gear_rpg32_rocket_ca.paa"
"RPG32_HE_F","","\A3\Weapons_F\launchers\RPG32\data\UI\gear_tbg32v_rocket_ca.paa"
"RPG7_F","","\A3\Weapons_F_Exp\Launchers\RPG7\Data\UI\icon_rocket_RPG7_CA.paa"
"SatchelCharge_Remote_Mag","","\A3\Weapons_f\data\UI\gear_satchel_CA.paa"
"SatPhone","","\a3\Missions_F_Oldman\Props\data\SatPhone_ca.paa"
"SLAMDirectionalMine_Wire_Mag","","\A3\Weapons_F\Data\UI\gear_mine_SLAM_directional_CA.paa"
"Sleeping_bag_folded_01","","\a3\Missions_F_Oldman\Props\data\Sleeping_bag_folded_01_ca.paa"
"SmartPhone","","\a3\Missions_F_Oldman\Props\data\SmartPhone_ca.paa"
"SmokeLauncherMag","",""
"SmokeLauncherMag_boat","",""
"SmokeLauncherMag_Single","",""
"SmokeShell","","\A3\Weapons_f\data\ui\gear_smokegrenade_white_ca.paa"
"SmokeShellBlue","","\A3\Weapons_f\data\ui\gear_smokegrenade_blue_ca.paa"
"SmokeShellGreen","","\A3\Weapons_f\data\ui\gear_smokegrenade_green_ca.paa"
"SmokeShellOrange","","\A3\Weapons_f\data\ui\gear_smokegrenade_orange_ca.paa"
"SmokeShellPurple","","\A3\Weapons_f\data\ui\gear_smokegrenade_purple_ca.paa"
"SmokeShellRed","","\A3\Weapons_f\data\ui\gear_smokegrenade_red_ca.paa"
"SmokeShellYellow","","\A3\Weapons_f\data\ui\gear_smokegrenade_yellow_ca.paa"
"SPG9_HE","","\a3\Weapons_F_Tank\Launchers\Vorona\Data\UI\icon_rocket_vorona_HE_F_ca.paa"
"SPG9_HEAT","","\a3\Weapons_F_Tank\Launchers\Vorona\Data\UI\icon_rocket_vorona_HEAT_F_ca.paa"
"Titan_AA","","\A3\Weapons_F_beta\Launchers\titan\Data\UI\gear_titan_missile_atl_CA.paa"
"Titan_AP","","\A3\Weapons_F_beta\Launchers\titan\Data\UI\gear_titan_missile_ap_CA.paa"
"Titan_AT","","\A3\Weapons_F_beta\Launchers\titan\Data\UI\gear_titan_missile_at_CA.paa"
"TrainingMine_Mag","","\A3\Weapons_F_Orange\Explosives\Data\UI\gear_TrainingMine_CA.paa"
"UGL_FlareCIR_F","","\A3\Weapons_F\Data\UI\gear_UGL_Flare_purple_CA.paa"
"UGL_FlareGreen_F","","\A3\Weapons_F\Data\UI\gear_UGL_Flare_Green_CA.paa"
"UGL_FlareRed_F","","\A3\Weapons_F\Data\UI\gear_UGL_Flare_Red_CA.paa"
"UGL_FlareWhite_F","","\A3\Weapons_F\Data\UI\gear_UGL_Flare_CA.paa"
"UGL_FlareYellow_F","","\A3\Weapons_F\Data\UI\gear_UGL_Flare_yelow_CA.paa"
"VehicleMagazine","",""
"Vorona_HE","","\a3\Weapons_F_Tank\Launchers\Vorona\Data\UI\icon_rocket_vorona_HE_F_ca.paa"
"Vorona_HEAT","","\a3\Weapons_F_Tank\Launchers\Vorona\Data\UI\icon_rocket_vorona_HEAT_F_ca.paa"
"Wallet_ID","","\a3\Missions_F_Oldman\Props\data\Wallet_ID_ca.paa"
